"plot","year","sowndiv","block","Abundance_AbovegroundFauna_PitfallTraps","SR_AbovegroundFauna_SuctionSample","BM_Earthworm_total","FrequencyPollinator_Total","NrPollinator_Total","Resiliance_Target_Drought","Resistance_Target_Drought","SR_AbovegroundFauna_PitfallTraps","Abundance_AbovegroundFauna_SuctionSample","ALL_C_Soil_Inorg","ALL_C_Soil_Org","ALL_N_Soil","BM_Microbe_Soil","BM_Root_Total","BulkDensity_Soil","N15_Soil","NH4_Soil_15","Nr_Larvae","SpecificRespiratoryQuotient_Soil","P_Soil","target_biomass_average","ConsumedBM_Target_DryWeight_average","Cover_BareGround_average","DF30_average","DF70_average","ETa30_average","ETa70_average","Herbivory_Target_average","inv_cover_average","inv_species_average","LAI_Total_average","Leaching_average","Nitrate_average","UF30_average","UF70_average","Water30_average","Water70_average","BasalRespiration_Soil_average","dead.biomass","rain.throughfall","mesofauna.abundance","macrofauna.abundance"
"B1A01",2002,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.981865720838152,-1.16954371101267,-0.930990291578864,NA,NA,NA,-0.757373495054056,NA,NA,NA,NA,0.482730861074,NA,5.37869136422624,1.39093658460868,1.55957543977289,-1.00503885459149,-0.332041107810911,NA,NA,NA,NA,NA,NA,1.09997909131583,1.36233316159109,-0.346601711994849,0.103478125536335,NA,NA,NA,NA,NA
"B1A01",2003,16,1,1.78700739382174,0.871201114546377,-0.611460761074055,NA,NA,NA,NA,-0.199158517027488,0.22180503688334,NA,NA,NA,-0.880303009649923,-0.223224970570461,NA,NA,-0.498234345780568,NA,NA,0.0342682983509934,0.428465401578986,NA,5.34970134761966,-0.823419986290538,-0.811058689061714,0.193612511627792,-0.534503840153984,-0.682999838520088,5.18685843516169,3.90836115502415,0.0891756259039589,-0.54901076470619,-0.0987631806573725,0.16140383965991,-0.35494330884174,-0.441613904294673,-1.07464622785805,0.804934212030004,117.94,NA,NA,NA
"B1A01",2004,16,1,NA,NA,0.653663429683124,NA,NA,NA,NA,NA,NA,-0.948466791629205,-1.32840236126637,-1.11534219350907,-1.35031243155227,-0.862800083643694,2.42928729592059,-1.40054090905481,3.88793338029669,0.136626010212795,NA,0.0548371771915849,-0.00402450177014661,NA,5.39398009554317,0.0192323881168955,0.385028183082919,0.0208559351662632,-0.65931515507333,-0.0916670452648903,4.9781923157042,4.76434389531902,-0.0332858132768571,0.949157715947813,1.30917719237261,-0.770976395824803,-0.101903287375258,-0.34739201870756,-0.817924736456842,1.46344958568177,93.74,NA,27995,1131.33
"B1A01",2005,16,1,-0.0994102262686936,1.33634955446589,-0.659948933221665,-0.114173347650985,-0.189680879317964,NA,NA,1.75158933024271,0.769222525028507,NA,NA,NA,NA,NA,NA,NA,2.12010123585281,NA,NA,-0.390794027185431,0.540390159576454,NA,5.49245612056992,-1.17648259736236,-1.02718369599114,-0.353727075787991,-0.972538283646874,2.25899499169858,4.78167993256686,4.46655692068329,0.446827842133403,-0.591289842487278,0.508953709578087,0.181871088376025,-0.171425271547401,-0.839557176036022,-1.38126787374142,NA,7.655,NA,NA,NA
"B1A01",2006,16,1,NA,NA,2.75807616953843,-0.356042959328152,0.758723517271856,NA,NA,NA,NA,-0.937333815226222,-0.613538435124743,-0.746638389648658,-1.0742555964076,0.138035192179461,2.28449533807736,-1.6213709220831,4.59061122006992,-0.546504040851179,NA,-0.580803570826517,0.849350721423003,NA,5.52197528585226,-0.611054946546604,-0.644291000115352,1.02695221378568,-0.266677846023373,NA,4.78782301369515,4.13163946128781,1.41820950714142,2.62088807138013,6.15478191886639,-0.743470294441136,-0.743021673414723,0.445797623251392,-1.08448019599558,-0.679338534931125,8.535,NA,22396,236.79
"B1A01",2007,16,1,NA,NA,-0.69357782680791,-0.486280442538934,NA,NA,NA,NA,NA,NA,NA,NA,-0.847522910481486,NA,NA,NA,0.125468174825062,NA,NA,-0.660835413978859,1.08427418607315,NA,5.379220512902,0.911720429691641,0.786774295873761,1.25899273674778,-0.312233375303748,NA,4.16555311254264,4.46655692068329,1.72859864506158,0.136391978610637,-0.170481322983296,-0.814487834746883,-0.741879921794409,1.07632669828346,-0.804142546846399,-1.2646855337327,10.925,NA,NA,NA
"B1A01",2008,16,1,NA,NA,0.748945294583463,NA,-0.663883077612874,NA,0.0963354292561882,NA,NA,NA,NA,NA,-1.09264765204842,0.215210521967647,2.88042449885173,NA,0.975971612014558,1.50288611234074,-0.45921690415047,NA,0.032586508820242,NA,5.1515390342008,NA,NA,NA,NA,NA,NA,NA,1.15615556415102,NA,0.77317844446307,NA,NA,NA,NA,-1.41624859592239,10.235,501.78205,9162,605.13
"B1A01",2009,16,1,NA,NA,NA,NA,NA,-0.415614339015285,-0.284108830918068,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.480009272126507,NA,NA,NA,0.548329607329638,NA,5.34970134761966,NA,NA,NA,NA,NA,NA,NA,1.16790658251569,NA,-0.253523382518577,NA,NA,NA,NA,NA,NA,532.598,NA,NA
"B1A01",2010,16,1,-0.132801195099931,0.00939998892792562,NA,NA,NA,-0.301375893596728,0.359950956093532,0.584626221055486,-0.624120980622395,NA,NA,NA,1.01960919488512,NA,NA,NA,-0.214733200050736,NA,1.33077295020024,NA,-0.0495247882447886,1.06398551678274,5.19537308969157,NA,NA,NA,NA,0.313824692044707,NA,NA,-0.174893276081314,NA,0.263602170042032,NA,NA,NA,NA,1.60464292059015,NA,437.367333333333,NA,NA
"B1A01",2011,16,1,NA,NA,NA,NA,NA,0.568576963632367,1.39323448620649,NA,NA,NA,NA,NA,0.154313096216417,-0.385392723332437,NA,NA,-0.309908584688608,NA,1.22216171869507,NA,0.646144411319147,1.41858719989333,5.60864140364431,NA,NA,NA,NA,0.648104220648846,NA,NA,1.35834353593535,NA,-0.800846047637469,NA,NA,NA,NA,0.670144848135056,NA,372.724,NA,NA
