"plot","year","season","FD_ra","FD_lbpr","FD_la","FD_sra","FD_srl","FD_RNU","FD_nute","FD_k.rad","FD_RootingDepth_Target","FD_h1","FD_erect","FD_lar","FD_fc","FD_sla","FD_lSize","FD_srr","FD_sd","FD_ssd","FD_leafN","FD_leafC","FD_Nacr","FD_cond","FD_lt","FD_pp","FD_lsd","FD_ldmc","FD_LCN","FD_rtd","FD_RCN","FD_sdmc","FD_BM_Target_Inflorescence","FD_NrInflorescence_Target_Shoot","FD_SeedsProjArea","FD_SeedsTCW","FD_SeedsWLRatio","FD_NrSeedling_Target","FD_DurationFlowreing_Target_Phenology","FD_rootCa","FD_rootK","FD_rootNa","FD_rootP","FD_rootS","FI_ra","FI_lbpr","FI_la","FI_sra","FI_srl","FI_RNU","FI_nute","FI_k.rad","FI_RootingDepth_Target","FI_h1","FI_erect","FI_lar","FI_fc","FI_sla","FI_lSize","FI_srr","FI_sd","FI_ssd","FI_leafN","FI_leafC","FI_Nacr","FI_cond","FI_lt","FI_pp","FI_lsd","FI_ldmc","FI_LCN","FI_rtd","FI_RCN","FI_sdmc","FI_BM_Target_Inflorescence","FI_NrInflorescence_Target_Shoot","FI_SeedsProjArea","FI_SeedsTCW","FI_SeedsWLRatio","FI_NrSeedling_Target","FI_DurationFlowreing_Target_Phenology","FI_rootCa","FI_rootK","FI_rootNa","FI_rootP","FI_rootS"
"B1A01",2002,"summer",0.0142776271525632,0.0536919791199383,0.0173940650923793,0.0631481850040789,0.0613902794460034,0.0660458935986378,0.0165301271738199,0.0643740760786225,0.138084473527662,0.0367021971699125,0.109777582214043,0.100783688768028,0.0846906079801602,0.104155356391192,0.153045198185005,0.0930840787901228,0.146575366971511,0.0859142392936419,0.142501672091992,0.176019992215589,0.191380079649795,0.0733223078356835,0.0259588340273647,0.0568867452141797,0.175885118048336,0.110307435381416,0.0968269653776916,0.0438522488114818,0.131860071504109,0.117908965766572,0.178358628186347,0.0384115928860225,0.201545773293699,0.120494873037885,0.107810682421176,0.00646043379333186,0.103509815585961,0.0104589320874343,0.0776319146540127,0.138658188302142,0.105493897499299,0.0832745560624843,-0.395107946422729,-0.341902809488796,-0.363020996236521,-0.780155894827893,-0.735220857685568,0.258388555099586,-0.21547574974596,0.210569813090515,0.428234225077958,-0.293990416569616,-0.647797004111192,-0.225663921594929,-0.29737126121747,-0.197959294147548,0.593917285928045,-0.174140094174462,0.107730664726125,-0.391851048968421,0.537670117104953,0.407978520665919,-0.700800713916664,0.256436905054495,-0.13325921915268,-0.300812303659633,0.696451177286844,-0.610641326615301,-0.341253904222978,0.0642222621960505,-0.533598248882409,0.00993644225068865,0.0264737567155248,0.0406085946204093,1.42555260608417,0.952514906580459,1.10578290826923,-0.223444963585648,-0.0623374927268402,0.0667639133762884,-0.439006154591393,0.494571781347978,0.590842277383154,0.360027386644508
"B1A01",2003,"spring",0.0185644933970651,0.059475689545159,0.0171157530021545,0.0936234944109045,0.116836423529612,0.0729099069319648,0.0185379181521138,0.0540329292065189,0.174399810964083,0.0441262512008429,0.129662114102324,0.0984852378862694,0.0804505522675211,0.0750902743750901,0.145155676963913,0.128251715313249,0.136725620677605,0.0936464026705684,0.157804999110182,0.137758594334576,0.147341332447569,0.100295882428142,0.0325784499054821,0.0907016258448818,0.172056080347772,0.123795155995313,0.108264806244216,0.0405025072410817,0.136119642804209,0.120275455376699,0.201631818270697,0.0343464482986649,0.192416710662143,0.0509732132847019,0.150037514383191,0.00850926357585887,0.15932577189666,0.0120425175226533,0.0981021883673259,0.159122134357073,0.119809431360203,0.0989144290409369,-0.327955132021618,-0.442151060726909,-0.415541757216871,-0.138721982913719,-0.182494723473459,0.293291551147693,-0.12499042668884,0.353279249791369,0.334056155425041,-0.346239001212759,-0.467373637525666,-0.498071753799794,-0.100904944728911,-0.441414619908109,0.443656404163621,0.167551695968282,0.169646252329744,-0.300923158907271,0.537073362217968,0.00244595703464233,-0.0605470279919131,-0.130204169142832,-0.0626492504123294,-0.165836701150355,0.66891203360386,-0.7358769942826,-0.559156411148846,-0.254502046248777,-0.378109569067641,0.00228988298116184,0.212417423986894,-0.166708234127156,1.08690510157904,0.0562782745812798,0.622651233302429,-0.205553292475695,-0.050813422628963,0.0175332662484695,-0.118792922751171,0.55269916879155,0.69220836023151,0.508891540397368
"B1A01",2003,"summer",0.0145467976411471,0.0484863188880704,0.0128454656015975,0.0833638294810176,0.109929019046676,0.0432515753339685,0.0173035876748486,0.0486678398694494,0.160375308641975,0.0323963570127504,0.0999752561015275,0.0924344847094139,0.0772507165855948,0.0590598098705353,0.113789158533001,0.0713554179620903,0.114414828206648,0.0843154173751328,0.147715714291315,0.128386182277125,0.128858869350597,0.100667345796247,0.0310486913580247,0.0717579181099566,0.129042387177038,0.119863491056381,0.096701516399394,0.0330902375765121,0.111289536372544,0.105975026554324,0.192010677995314,0.0268718474017973,0.148934907861789,0.0437085609056106,0.14201668148075,0.00693678719193437,0.11277695473251,0.00886023432925971,0.0986709491504718,0.153392481191236,0.112974500700443,0.0768569867117294,-0.379898990940315,-0.588142769459014,-0.394785621334584,-0.28543547197457,-0.292450977538919,0.389131581584427,-0.129218872161136,0.33734186577511,0.456087668479789,-0.358419148297734,-0.54582419198777,-0.575320847658104,0.0511904344903369,-0.357966343804354,0.118325055233607,0.0268758928534399,-0.0560095923289408,-0.147222261312052,0.808345257796594,0.289931560204336,-0.244060575959679,0.0702663526853191,-0.0385241777593764,-0.36496331783423,0.249734182156201,-1.04729860070902,-0.712806584458139,-0.305972658261056,-0.611450709280896,0.251064573668928,-0.18181699878388,-0.166011899304919,0.597955783411487,-0.0104222634974603,0.746327503198813,-0.226060718145023,-0.264059710900302,-0.0079196872899521,-0.331037211291588,0.871611097070008,1.02725673283722,0.666471077980318
"B1A01",2004,"spring",0.0209553104732566,0.0684781059192615,0.0374316269544361,0.118080756447025,0.153846603868059,0.0587318048451782,0.0266100453691302,0.0733915391993986,0.208350237332143,0.0407909009709435,0.105276707071792,0.0989052634397221,0.0845552051272032,0.0772009046194021,0.0927709410053587,0.0792573869998033,0.107822535142057,0.0852171417278983,0.160718635747693,0.122316449268273,0.13945722805142,0.120931741775978,0.0712939673009048,0.0897407788808104,0.114447769077893,0.116640964123368,0.141589128437932,0.0404406721916322,0.117709673661116,0.103437591764432,0.190672691707389,0.0340060418766338,0.123083580786807,0.0639632875987296,0.172216059325211,0.0134964983926693,0.179868689737244,0.0101777853662353,0.112031609474275,0.148774136099301,0.101370731160342,0.0870231929890017,-0.287239136619789,-0.373409053425495,-0.290199929344911,0.152211865623769,0.162077357700241,0.351804624578981,-0.0875055361447638,-0.0961995432020563,-0.168232260444697,-0.473010887260743,-0.240423635759484,-0.131274605160423,-0.147447001793115,-0.295940202163812,-0.0146181064588284,-0.126382703368336,-0.0543772727286679,-0.254699296152577,0.347262372136321,0.11455137251129,0.0384750669897861,-0.37972258009286,0.159530814727526,0.000702279117160973,0.18376507446522,-0.557801834490997,-0.289875009358904,-0.349178845312069,-0.394499692054024,0.0878865492141403,0.392388561044034,-0.28514857041536,0.355896815727039,0.00442686993912094,0.212126514314151,-0.176170530707563,-0.245070750798208,-0.0225202249921326,0.136353849364254,0.3919707358529,0.549587374752941,0.452301391639895
"B1A01",2004,"summer",0.0209553104732566,0.0684781059192615,0.0374316269544361,0.118080756447025,0.153846603868059,0.0587318048451782,0.0266100453691302,0.0733915391993986,0.208350237332143,0.0407909009709435,0.105276707071792,0.0989052634397221,0.0845552051272032,0.0772009046194021,0.0927709410053587,0.0792573869998033,0.107822535142057,0.0852171417278983,0.160718635747693,0.122316449268273,0.13945722805142,0.120931741775978,0.0712939673009048,0.0897407788808104,0.114447769077893,0.116640964123368,0.141589128437932,0.0404406721916322,0.117709673661116,0.103437591764432,0.190672691707389,0.0340060418766338,0.123083580786807,0.0639632875987296,0.172216059325211,0.0134964983926693,0.179868689737244,0.0101777853662353,0.112031609474275,0.148774136099301,0.101370731160342,0.0870231929890017,-0.287239136619789,-0.373409053425495,-0.290199929344911,0.152211865623769,0.162077357700241,0.351804624578981,-0.0875055361447638,-0.0961995432020563,-0.168232260444697,-0.473010887260743,-0.240423635759484,-0.131274605160423,-0.147447001793115,-0.295940202163812,-0.0146181064588284,-0.126382703368336,-0.0543772727286679,-0.254699296152577,0.347262372136321,0.11455137251129,0.0384750669897861,-0.37972258009286,0.159530814727526,0.000702279117160973,0.18376507446522,-0.557801834490997,-0.289875009358904,-0.349178845312069,-0.394499692054024,0.0878865492141403,0.392388561044034,-0.28514857041536,0.355896815727039,0.00442686993912094,0.212126514314151,-0.176170530707563,-0.245070750798208,-0.0225202249921326,0.136353849364254,0.3919707358529,0.549587374752941,0.452301391639895
"B1A01",2005,"spring",0.0199142281019734,0.0603515154552524,0.0304614731345078,0.14018706567331,0.215521860591447,0.0675982477127349,0.0298003168144986,0.0525413750376567,0.204730935640887,0.0437215508604562,0.0766765967078982,0.0826165775632176,0.0853281958153359,0.0620593965747007,0.0761023207147177,0.0572996250682544,0.0995695824980215,0.0909304721101905,0.115303299991178,0.101468187019322,0.0950649251206691,0.130872505888673,0.0548086533261223,0.0877408068137162,0.104666287774923,0.0878238736662436,0.110917361407375,0.0340963470298883,0.1048885669422,0.0880831767584218,0.200167395033253,0.0228964419638219,0.10041411586493,0.0581459700464894,0.147260301599995,0.0131042756735712,0.164139174328466,0.0105367694125216,0.100201329617464,0.130031773260153,0.0795356413462988,0.0860369316068966,-0.210757501397794,-0.426262264670714,-0.304885938386526,0.88227656147387,1.18238027582442,0.428007711535318,0.0202229575853039,-0.196807941295921,-0.74219885082859,-0.606429411646437,-9.32933443759835e-05,0.24699382119,-0.134237036630181,-0.214834182583295,-0.0409165225285308,-0.231817657995427,0.162842125247762,-0.481436533951316,0.128325930336265,-0.166434726071292,0.418676541069431,-1.00347924276836,-0.0133571584469932,0.121803251532529,0.126921002256951,-0.258001207205217,-0.249191164895216,-0.444927778130548,-0.421721761268185,0.187626141976442,1.24819332285858,-0.408025604275323,0.271063190113057,-0.00822944087828668,-0.335409644275514,-0.18055631113902,-0.304316876127997,-0.0353683552228761,0.585417807020693,-0.234040758389329,0.285944078719529,0.538813820206011
"B1A01",2005,"summer",0.0158167475102154,0.051941391153632,0.0298103786331951,0.130455524656158,0.180058480654602,0.0925878399785531,0.0294384807787467,0.0681787342003077,0.187468532521492,0.0418274575912691,0.0942147851239458,0.0706589991354654,0.133311328491522,0.0816796983379394,0.11457305940322,0.0579656282371004,0.130640248540228,0.129836645227799,0.114642079406715,0.141103412757712,0.139282524864096,0.111241554700898,0.0469126345161184,0.0635163891886571,0.127519243673509,0.076913593553471,0.0974256268388596,0.0476511947140318,0.115118382494032,0.109004869016715,0.167704496743931,0.0308048956619166,0.154841084874636,0.0919432215071691,0.163469932820592,0.0095539626720326,0.172604119122345,0.0102658703531547,0.142111445384743,0.109561285797598,0.0763808902327766,0.0772074817000952,-0.29370505702024,-0.419105269186069,-0.408300096482418,0.349468232865826,0.549278478349661,0.135264375154236,-0.0701026121871252,-0.315848038560591,-0.574987560992214,-0.552624702425956,-0.18583554156452,0.205260919699092,0.00419089250356605,-0.175196248610968,0.191591465584432,-0.32050730601229,0.0348387442997336,-0.172527119136037,-0.0249186224513845,0.00244017669433621,0.184126500251128,-0.488482592529997,-0.119223928844688,0.0175792074337374,0.301950917730283,-0.0645496166547493,-0.100061096294169,-0.25289361136628,-0.247622967563885,-0.00615360682046492,0.866290924694694,-0.310852759774612,0.675196828253177,0.249948039061708,0.192344865021953,-0.206655172245423,-0.462657844879684,0.0137734971228672,0.795841371095479,-0.30054687717511,0.378498618154767,0.142809821201209
"B1A01",2006,"spring",0.0139273374997389,0.0336233676310064,0.0231874244765312,0.126291857453516,0.184083893423873,0.106508867622756,0.0316022301257436,0.0452783476345289,0.152271058763446,0.0312460954808248,0.093728976989301,0.0788828878428564,0.161586081458291,0.0534574322934452,0.0712935047315605,0.0736009656755123,0.113310804130328,0.154287305623106,0.110883761143855,0.142196574338306,0.12479161535053,0.120106163605559,0.0388845265834637,0.0481520047455923,0.0662656447546459,0.0963186793185013,0.08899720529618,0.0345400888179333,0.0933652597061465,0.0885392498908465,0.175201535247037,0.0266398038776178,0.0910426415058814,0.0817318888282409,0.161890339294522,0.0118420670920686,0.171957587515058,0.00826323762236768,0.162479195198427,0.124006345538842,0.0745998280750602,0.0716361193584062,-0.325203915905502,-0.600274847891165,-0.482992571868745,0.588247619431305,0.895945164865823,-0.145022312138414,-0.047733158510461,-0.36006495639447,-0.843748555854723,-0.689975952391061,-0.322034534103782,0.122832995210079,0.463099434180409,-0.0392191468349898,-0.133485749974158,-0.125924556569994,-0.132142676150759,0.206880878558102,-0.08691007972292,0.030222616222893,0.0763539031430132,-0.579490216259747,-0.159714211812628,-0.157953511162241,-0.10399912970771,-0.0716176121066789,-0.123007717126976,-0.373013240218707,-0.454038526159948,0.296788503761633,0.757835089295952,-0.329293721645016,0.146532462514134,0.0970620441057816,0.219033537891149,-0.191083977925695,-0.543332738477988,-0.00852009726228757,1.1290348991777,-0.34898337078524,0.650992958926623,0.329628253074115
"B1A01",2006,"summer",0.0170241610567551,0.0539793553092417,0.0290527588845761,0.10977560062132,0.164220830642501,0.109013012531064,0.03287538975853,0.0685797313826809,0.197356604312139,0.0447461173980989,0.0814896348976542,0.077102672782217,0.148785676781867,0.0695168523794678,0.134118079858102,0.0997636962719434,0.140554092964996,0.143097574231382,0.114275246188894,0.134378132184874,0.0900123300432996,0.0994509546007168,0.0693966207419888,0.0546381018144807,0.143501239561787,0.108995783458734,0.103065234214149,0.0384939601114567,0.112815917808181,0.115455336528763,0.179406586584578,0.0173099472812808,0.170408834712157,0.0485024550020105,0.134352228953065,0.017631686130986,0.211829027459662,0.0105776966108943,0.142378736509868,0.140057286598436,0.0868093205825399,0.0770155740452314,-0.30178966258607,-0.4596286484976,-0.468871471787088,0.40219341591225,0.567086280519008,-0.0258586272437919,0.00934395087246152,-0.0726949033213177,-0.468148977497717,-0.584549226612653,-0.0339499570302241,-0.0519509940833864,0.375918211173282,-0.390007423663644,0.42788346510023,-0.0364702612063936,0.332018117540945,-0.118361784602597,-0.174956220384265,-0.446389160025686,0.550547887177622,-0.622293002802496,0.152457645028908,-0.0868571047644421,0.480048269255794,-0.285861889045373,-0.113612867219465,-0.317473606659059,-0.165642373411596,-0.09740417085682,0.823853073881338,-0.401577867034019,0.784969447855265,-0.121407127842523,0.0989036047436279,-0.132911350774172,-0.154441255715656,0.0232436690463817,0.904158224565346,-0.143805211680978,0.523230118101875,0.197774287449557
"B1A01",2007,"spring",0.0144309016821155,0.0431950935041187,0.0187487039745927,0.113402121009054,0.164539280352666,0.110442512638215,0.0312870398940714,0.059090332046864,0.186822728044364,0.0430046674743412,0.0865232639151746,0.0727224833467074,0.159240004859686,0.0682975580664601,0.134346532730767,0.0932881285165105,0.144854377595369,0.153406098683635,0.0960349127185884,0.144387949671213,0.100596541376762,0.0963075729544113,0.0473984268899955,0.0532238536920577,0.14246508432683,0.099121744917575,0.0793527941735967,0.0406429151561033,0.111558759496588,0.115764638099548,0.172521775365498,0.0194255623545058,0.172740495121308,0.065034870986748,0.134653375603754,0.0150778375432606,0.203233457824053,0.010479772146218,0.149431675797996,0.123984585885682,0.0830495813943192,0.0719653940960316,-0.317334842579988,-0.497106784595911,-0.518324738528098,0.399192975262534,0.599859475073357,-0.113141961617914,-0.0188211138677288,-0.108339079325401,-0.540074625363357,-0.585014869655773,-0.0961588031273837,0.00647494532767303,0.425272501738119,-0.299553060030673,0.424348258924763,-0.0894913022375835,0.270411953548001,-0.0188638817484785,-0.216094782123859,-0.367913039705004,0.458212503273838,-0.554178262383195,-0.0567371410425896,-0.0821627278613512,0.465351575070296,-0.135257740798967,-0.115048813058178,-0.296623271869679,-0.178903582463115,-0.0613621242852608,0.8205596583338,-0.370013040143413,0.824170833203973,-0.00223953490341594,0.199234819910315,-0.158191819284287,-0.290148352550519,0.0312999332520275,1.05519820142233,-0.31758390250622,0.526933041537971,0.103725278406342
